,date,price,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,geometry,month
4524,2014-12-19,239900.0,4,1480,9523,1.0,0.0,0.0,3,360.0,1959,0.0,98030,47.3732,-122.21700000000001,1590,8300,POINT (-122.217 47.3732),12
4525,2014-12-14,450000.0,4,1860,7808,1.0,0.0,0.0,3,780.0,1953,0.0,98125,47.7314,-122.3,1530,7884,POINT (-122.3 47.7314),12
4526,2014-06-30,263400.0,4,1360,60548,1.0,0.0,0.0,3,400.0,1960,0.0,98001,47.2718,-122.265,1930,28800,POINT (-122.265 47.2718),6
4527,2015-04-15,265000.0,3,1360,5967,1.0,0.0,0.0,3,0.0,1954,0.0,98178,47.4973,-122.256,1360,6052,POINT (-122.256 47.4973),4
4528,2014-06-16,418000.0,4,2360,6250,1.0,0.0,2.0,3,900.0,1960,0.0,98118,47.512,-122.249,2500,6250,POINT (-122.249 47.512),6
4529,2014-08-13,390000.0,3,2360,5737,2.0,0.0,0.0,3,0.0,2003,0.0,98028,47.7633,-122.262,1600,9163,POINT (-122.262 47.7633),8
4530,2015-04-22,430000.0,3,1860,7500,1.0,0.0,0.0,3,930.0,1909,0.0,98106,47.5662,-122.36399999999999,1000,5000,POINT (-122.364 47.5662),4
4531,2015-04-23,1440000.0,3,2630,9705,2.5,0.0,2.0,4,0.0,1987,0.0,98052,47.6485,-122.12100000000001,2640,14284,POINT (-122.121 47.6485),4
4532,2014-11-20,297000.0,2,1280,37373,1.0,0.0,0.0,4,0.0,1996,0.0,98022,47.2631,-122.01899999999999,2180,48351,POINT (-122.019 47.2631),11
4533,2015-04-01,650000.0,4,2330,7220,2.0,0.0,0.0,3,730.0,1988,0.0,98177,47.7764,-122.38600000000001,2220,9100,POINT (-122.386 47.7764),4
4534,2014-05-09,195000.0,2,720,18000,1.0,0.0,0.0,3,0.0,1950,0.0,98178,47.5054,-122.26100000000001,1250,7925,POINT (-122.261 47.5054),5
4535,2014-06-16,554000.0,3,3380,108900,2.0,0.0,0.0,3,680.0,1999,0.0,98058,47.4316,-122.075,2250,130680,POINT (-122.075 47.4316),6
4536,2014-09-29,550000.0,3,3650,843309,2.0,0.0,0.0,4,0.0,1991,0.0,98070,47.3627,-122.49600000000001,1870,273992,POINT (-122.496 47.3627),9
4537,2015-02-19,700000.0,3,1640,4590,1.5,0.0,0.0,5,0.0,1951,0.0,98115,47.6846,-122.294,1760,5100,POINT (-122.294 47.6846),2
4538,2014-10-02,300000.0,4,1730,177657,1.5,0.0,0.0,3,0.0,1948,0.0,98065,47.5163,-121.829,1400,45175,POINT (-121.829 47.5163),10
4539,2014-10-07,315000.0,2,1030,8576,1.5,0.0,0.0,5,0.0,1952,0.0,98155,47.7352,-122.295,1310,8504,POINT (-122.295 47.7352),10
4540,2014-10-08,603000.0,3,1790,5250,1.0,0.0,0.0,3,390.0,1943,0.0,98105,47.6627,-122.27600000000001,1790,5250,POINT (-122.276 47.6627),10
4541,2014-06-29,530000.0,2,840,3400,1.0,0.0,2.0,4,0.0,1924,0.0,98119,47.6403,-122.37200000000001,2000,4000,POINT (-122.372 47.6403),6
4542,2014-09-09,397500.0,3,1300,8480,1.0,0.0,0.0,3,0.0,1969,0.0,98052,47.6991,-122.13,1740,7280,POINT (-122.13 47.6991),9
4543,2015-03-25,221000.0,3,1240,5250,1.5,0.0,0.0,4,0.0,1904,0.0,98055,47.4917,-122.206,1240,5250,POINT (-122.206 47.4917),3
4544,2014-12-02,466000.0,4,2170,8050,1.0,0.0,0.0,3,950.0,1976,0.0,98072,47.7354,-122.17399999999999,1820,7700,POINT (-122.174 47.7354),12
4545,2014-06-19,197500.0,3,1330,5412,2.0,0.0,0.0,5,0.0,1905,0.0,98022,47.2053,-121.993,1710,10825,POINT (-121.993 47.2053),6
4546,2015-05-07,280000.0,3,1390,1080,2.0,0.0,0.0,3,250.0,2006,0.0,98118,47.5325,-122.28200000000001,1450,1461,POINT (-122.282 47.5325),5
4547,2014-10-03,412000.0,2,1240,3873,1.0,0.0,0.0,4,380.0,1909,0.0,98116,47.5752,-122.38799999999999,1240,4336,POINT (-122.388 47.5752),10
4548,2014-08-18,454000.0,2,880,6731,1.0,0.0,0.0,4,0.0,1950,0.0,98116,47.5694,-122.395,1240,6731,POINT (-122.395 47.5694),8
4549,2014-05-12,540000.0,4,2540,228254,1.0,0.0,0.0,3,1090.0,1990,0.0,98019,47.718999999999994,-121.912,1780,59241,POINT (-121.912 47.71899999999999),5
4550,2014-06-09,250000.0,5,2520,5753,1.5,0.0,0.0,4,1010.0,1928,0.0,98022,47.2058,-121.99700000000001,1620,6875,POINT (-121.997 47.2058),6
4551,2015-05-11,900000.0,5,2510,35691,1.0,0.0,0.0,3,0.0,1967,0.0,98005,47.6435,-122.154,3160,35037,POINT (-122.154 47.6435),5
4552,2014-05-13,245000.0,5,2020,7902,1.0,0.0,0.0,3,800.0,1962,0.0,98168,47.51,-122.32700000000001,2220,8819,POINT (-122.327 47.51),5
4553,2014-10-07,290000.0,3,2060,7251,1.0,0.0,0.0,3,710.0,1987,0.0,98030,47.3569,-122.175,1520,7582,POINT (-122.175 47.3569),10
4554,2015-02-05,160000.0,2,930,7742,1.0,0.0,0.0,3,0.0,1933,0.0,98168,47.507,-122.302,2240,8723,POINT (-122.302 47.507),2
4555,2015-03-30,1260000.0,2,2700,7225,1.5,0.0,4.0,3,1040.0,1910,2008.0,98116,47.5892,-122.383,2970,5150,POINT (-122.383 47.5892),3
4556,2015-03-27,325000.0,2,1060,6050,1.0,0.0,0.0,3,120.0,1939,0.0,98125,47.7028,-122.321,1540,5279,POINT (-122.321 47.7028),3
4557,2015-01-08,185000.0,2,670,6750,1.0,0.0,0.0,4,0.0,1947,0.0,98188,47.4521,-122.28299999999999,1700,11520,POINT (-122.283 47.4521),1
4558,2014-09-25,477000.0,3,1750,4990,1.0,0.0,0.0,3,800.0,1916,0.0,98107,47.6667,-122.361,1700,5000,POINT (-122.361 47.6667),9
4559,2014-06-30,100000.0,2,930,7623,1.0,0.0,0.0,2,0.0,1942,0.0,98166,47.467,-122.34899999999999,1300,7641,POINT (-122.349 47.467),6
4560,2015-05-04,345000.0,4,2420,11481,1.0,0.0,0.0,3,1050.0,1985,0.0,98003,47.341,-122.318,2290,8985,POINT (-122.318 47.341),5
4561,2015-03-31,530000.0,4,2410,14985,1.0,0.0,1.0,4,460.0,1965,0.0,98166,47.4278,-122.34299999999999,2510,15256,POINT (-122.343 47.4278),3
4562,2014-06-20,203000.0,3,1150,7156,1.0,0.0,0.0,4,0.0,1953,0.0,98168,47.4864,-122.31700000000001,1210,7156,POINT (-122.317 47.4864),6
4563,2014-10-28,599000.0,4,2480,5000,2.0,0.0,0.0,3,0.0,2004,0.0,98053,47.6811,-122.035,2410,5000,POINT (-122.035 47.6811),10
4564,2014-07-20,370000.0,4,1310,6000,1.5,0.0,0.0,3,0.0,1940,0.0,98144,47.5822,-122.295,1630,6000,POINT (-122.295 47.5822),7
4565,2015-02-27,140000.0,3,1240,8000,1.0,0.0,0.0,4,200.0,1954,0.0,98198,47.4204,-122.316,1240,8000,POINT (-122.316 47.4204),2
4566,2014-06-23,500000.0,3,1150,5100,2.0,0.0,0.0,3,0.0,1911,2005.0,98136,47.5349,-122.384,1440,5100,POINT (-122.384 47.5349),6
4567,2015-02-03,527200.0,3,1460,4000,1.0,0.0,2.0,4,730.0,1929,0.0,98144,47.5768,-122.307,1360,4000,POINT (-122.307 47.5768),2
4568,2014-05-10,549900.0,5,3060,7015,1.0,0.0,0.0,5,1460.0,1979,0.0,98146,47.5052,-122.37200000000001,2190,7600,POINT (-122.372 47.5052),5
4569,2015-05-02,760000.0,4,3520,8095,2.0,0.0,0.0,3,0.0,2006,0.0,98052,47.7065,-122.109,2460,4676,POINT (-122.109 47.7065),5
4570,2014-07-28,319000.0,2,960,4400,1.0,0.0,0.0,4,0.0,1951,0.0,98118,47.5269,-122.264,1520,5000,POINT (-122.264 47.5269),7
4571,2014-06-23,362300.0,3,2430,15264,2.0,0.0,0.0,3,0.0,1997,0.0,98030,47.3805,-122.208,2260,10416,POINT (-122.208 47.3805),6
4572,2015-04-27,421000.0,3,1930,4505,1.0,0.0,3.0,4,490.0,1973,0.0,98198,47.3459,-122.32600000000001,1550,4505,POINT (-122.326 47.3459),4
4573,2015-03-04,690000.0,3,1090,4000,1.5,0.0,0.0,4,0.0,1945,0.0,98117,47.6846,-122.38600000000001,1520,4000,POINT (-122.386 47.6846),3
4574,2014-08-28,640000.0,3,2790,31798,1.0,0.0,0.0,5,1140.0,1953,0.0,98027,47.5241,-122.039,1400,14849,POINT (-122.039 47.5241),8
4575,2014-12-08,238000.0,4,1650,6900,1.0,0.0,0.0,3,740.0,1978,1993.0,98002,47.2802,-122.211,1540,7645,POINT (-122.211 47.2802),12
4576,2014-06-02,789000.0,3,3740,39640,2.0,0.0,2.0,3,0.0,1991,0.0,98070,47.4036,-122.462,2930,26136,POINT (-122.462 47.4036),6
4577,2015-04-23,1050000.0,6,5310,12741,2.0,0.0,2.0,3,1710.0,1967,0.0,98040,47.5696,-122.213,4190,12632,POINT (-122.213 47.5696),4
4578,2015-04-08,302500.0,3,1690,4476,2.0,0.0,0.0,3,0.0,2008,0.0,98042,47.3663,-122.11399999999999,2250,4488,POINT (-122.114 47.3663),4
4579,2015-03-11,259950.0,4,1400,7920,1.0,0.0,0.0,3,0.0,1963,0.0,98058,47.4658,-122.184,1910,7700,POINT (-122.184 47.4658),3
4580,2014-06-20,456000.0,3,1440,28516,1.0,0.0,0.0,4,0.0,1975,0.0,98075,47.5829,-122.005,2080,27049,POINT (-122.005 47.5829),6
4581,2014-09-25,369950.0,3,1360,3718,2.0,0.0,0.0,3,0.0,1987,0.0,98052,47.6827,-122.09700000000001,1090,3718,POINT (-122.097 47.6827),9
4582,2014-05-16,363750.0,3,1726,197326,2.0,0.0,0.0,4,0.0,1982,0.0,98070,47.3484,-122.505,2114,99316,POINT (-122.505 47.3484),5
4583,2014-08-11,585000.0,3,2220,216493,1.0,0.0,2.0,3,0.0,1989,0.0,98014,47.6624,-121.95100000000001,2900,169884,POINT (-121.951 47.6624),8
4584,2014-10-08,268000.0,3,1850,6676,2.0,0.0,0.0,3,0.0,1986,0.0,98023,47.3103,-122.36,1700,6663,POINT (-122.36 47.3103),10
4585,2014-09-23,1200000.0,5,2860,4000,2.0,0.0,0.0,4,700.0,1910,0.0,98102,47.6225,-122.318,1340,1224,POINT (-122.318 47.6225),9
4586,2014-07-16,345000.0,3,1120,10176,1.0,0.0,0.0,3,200.0,1905,0.0,98118,47.5235,-122.277,1350,7500,POINT (-122.277 47.5235),7
4587,2015-02-25,539000.0,4,2340,19850,2.0,0.0,0.0,3,0.0,1993,0.0,98155,47.7672,-122.306,1930,15439,POINT (-122.306 47.7672),2
4588,2014-07-02,851000.0,5,3760,9792,2.0,0.0,0.0,3,1210.0,1984,0.0,98006,47.5654,-122.115,2960,16500,POINT (-122.115 47.5654),7
4589,2015-04-08,900000.0,3,1920,7200,2.0,0.0,2.0,3,140.0,1997,0.0,98116,47.5709,-122.40799999999999,2080,5000,POINT (-122.408 47.5709),4
4590,2014-07-03,850000.0,3,3230,5000,2.0,0.0,2.0,5,800.0,1945,0.0,98117,47.7011,-122.389,1820,5000,POINT (-122.389 47.7011),7
4591,2014-05-06,390000.0,3,1260,6500,1.0,0.0,0.0,4,0.0,1966,0.0,98008,47.6224,-122.116,1500,7700,POINT (-122.116 47.6224),5
4592,2014-06-10,345000.0,3,1540,6909,1.0,0.0,0.0,4,620.0,1955,0.0,98155,47.7451,-122.31299999999999,1130,6908,POINT (-122.313 47.7451),6
4593,2014-06-16,534500.0,3,1700,3150,2.0,0.0,0.0,3,0.0,2005,0.0,98029,47.5505,-121.99799999999999,1700,3600,POINT (-121.998 47.5505),6
4594,2014-11-18,643500.0,6,3600,3960,2.0,0.0,0.0,3,1200.0,1971,0.0,98126,47.5656,-122.37200000000001,1450,4600,POINT (-122.372 47.5656),11
4595,2015-04-02,1210000.0,3,3150,5520,1.5,0.0,0.0,4,1020.0,1925,0.0,98112,47.6345,-122.302,3160,6200,POINT (-122.302 47.6345),4
4596,2015-01-15,495000.0,2,1280,4000,1.0,0.0,0.0,4,550.0,1929,0.0,98116,47.5798,-122.383,2250,5382,POINT (-122.383 47.5798),1
4597,2014-07-30,535000.0,2,980,4120,1.0,0.0,0.0,3,150.0,1950,2014.0,98115,47.6815,-122.291,1760,4120,POINT (-122.291 47.6815),7
4598,2014-10-29,435000.0,4,2190,6578,2.0,0.0,0.0,3,0.0,2004,0.0,98065,47.5305,-121.84700000000001,2190,5416,POINT (-121.847 47.5305),10
4599,2014-11-13,305000.0,4,2470,1831,2.0,0.0,0.0,3,500.0,2009,0.0,98166,47.4645,-122.337,1310,7500,POINT (-122.337 47.4645),11
4600,2014-06-19,799000.0,4,2590,7910,2.0,0.0,0.0,3,0.0,2001,0.0,98115,47.6978,-122.28399999999999,1700,7488,POINT (-122.284 47.6978),6
4601,2014-11-13,700000.0,4,2580,15031,2.0,0.0,0.0,3,0.0,1999,0.0,98052,47.6895,-122.094,3030,10361,POINT (-122.094 47.6895),11
4602,2014-05-20,467000.0,3,1270,1213,2.0,0.0,0.0,3,230.0,2005,0.0,98107,47.6736,-122.375,1410,1265,POINT (-122.375 47.6736),5
4603,2015-04-07,263000.0,3,1250,7560,1.0,0.0,0.0,3,0.0,1959,0.0,98058,47.4493,-122.17299999999999,1270,7615,POINT (-122.173 47.4493),4
4604,2014-08-20,760000.0,4,4660,7157,2.0,0.0,0.0,3,1640.0,2003,0.0,98059,47.5352,-122.156,3300,7047,POINT (-122.156 47.5352),8
4605,2015-02-07,293000.0,4,2019,4435,2.0,0.0,3.0,3,0.0,2008,0.0,98022,47.1958,-121.97399999999999,1950,4800,POINT (-121.974 47.1958),2
4606,2014-08-21,245000.0,3,1490,7929,1.0,0.0,0.0,3,0.0,1989,0.0,98002,47.2875,-122.21799999999999,1650,7929,POINT (-122.218 47.2875),8
4607,2014-07-31,181000.0,2,1560,10807,1.0,0.0,0.0,2,0.0,1949,0.0,98070,47.4444,-122.509,1660,196591,POINT (-122.509 47.4444),7
4608,2015-04-23,240000.0,3,1030,15264,1.0,0.0,0.0,4,0.0,1962,0.0,98056,47.5016,-122.16799999999999,1430,14840,POINT (-122.168 47.5016),4
4609,2014-11-17,880000.0,4,2560,7961,1.0,0.0,2.0,4,1110.0,1975,0.0,98033,47.6499,-122.199,2500,9009,POINT (-122.199 47.6499),11
4610,2014-06-25,285000.0,3,1460,6377,1.0,0.0,0.0,3,0.0,1995,0.0,98038,47.3679,-122.02,1600,6250,POINT (-122.02 47.3679),6
4611,2015-04-16,407500.0,2,770,6017,1.0,0.0,0.0,3,0.0,1950,0.0,98125,47.7223,-122.321,1670,7500,POINT (-122.321 47.7223),4
4612,2014-08-12,325000.0,4,1960,3543,2.0,0.0,0.0,3,0.0,2004,0.0,98056,47.4849,-122.184,2420,3646,POINT (-122.184 47.4849),8
4613,2014-10-17,405000.0,3,1900,10454,1.0,0.0,0.0,3,510.0,1978,0.0,98155,47.7748,-122.291,2000,12000,POINT (-122.291 47.7748),10
4614,2015-04-07,291700.0,3,1970,4120,1.5,0.0,0.0,3,740.0,1927,0.0,98106,47.5328,-122.346,1470,4080,POINT (-122.346 47.5328),4
4615,2014-10-16,370000.0,3,2490,18525,2.0,0.0,3.0,3,0.0,1995,0.0,98022,47.2119,-122.001,1850,9516,POINT (-122.001 47.2119),10
4616,2014-05-28,270000.0,3,1430,8960,1.0,0.0,0.0,4,0.0,1953,0.0,98166,47.4759,-122.34899999999999,1560,10125,POINT (-122.349 47.4759),5
4617,2014-05-27,800000.0,4,2680,7200,1.0,0.0,0.0,3,1300.0,1952,2013.0,98033,47.6835,-122.18700000000001,1950,8520,POINT (-122.187 47.6835),5
4618,2014-09-23,626500.0,3,1610,3210,1.0,0.0,0.0,5,0.0,1928,0.0,98103,47.6656,-122.335,1420,3210,POINT (-122.335 47.6656),9
4619,2014-10-21,1130000.0,4,4300,8406,2.0,0.0,1.0,3,720.0,1987,0.0,98040,47.5396,-122.214,2770,10006,POINT (-122.214 47.5396),10
4620,2014-08-22,399950.0,4,3200,7545,2.0,0.0,0.0,3,0.0,2003,0.0,98038,47.3666,-122.03,2840,7137,POINT (-122.03 47.3666),8
4621,2014-07-24,419000.0,3,2140,15030,1.0,0.0,0.0,4,570.0,1958,0.0,98166,47.4181,-122.338,2170,15030,POINT (-122.338 47.4181),7
4622,2014-07-15,1160000.0,4,4240,43995,2.0,0.0,0.0,3,0.0,1989,0.0,98075,47.6008,-122.044,3720,59522,POINT (-122.044 47.6008),7
4623,2014-05-19,1410000.0,4,3410,10769,2.0,0.0,0.0,3,0.0,2008,0.0,98004,47.6081,-122.198,2650,10058,POINT (-122.198 47.6081),5
4624,2014-07-31,710000.0,4,2090,8064,2.0,0.0,0.0,5,0.0,1967,0.0,98033,47.6829,-122.195,1460,8400,POINT (-122.195 47.6829),7
4625,2015-03-30,650000.0,3,1410,4840,1.0,0.0,2.0,4,180.0,1942,0.0,98033,47.6646,-122.204,1410,5400,POINT (-122.204 47.6646),3
4626,2015-02-20,369900.0,4,2820,33750,2.0,0.0,0.0,4,0.0,1984,0.0,98072,47.7387,-122.096,2510,36180,POINT (-122.096 47.7387),2
4627,2014-06-27,641000.0,4,2770,63118,2.0,0.0,0.0,3,0.0,1997,0.0,98014,47.6622,-121.961,2770,44224,POINT (-121.961 47.6622),6
4628,2015-03-18,403000.0,3,1400,6879,1.0,0.0,0.0,3,0.0,1951,0.0,98155,47.7508,-122.286,1950,7400,POINT (-122.286 47.7508),3
4629,2014-07-03,1020000.0,3,3620,4000,2.0,0.0,0.0,3,890.0,2005,0.0,98199,47.6393,-122.40299999999999,1910,5000,POINT (-122.403 47.6393),7
4630,2014-09-22,865000.0,4,2260,13600,1.0,0.0,0.0,4,490.0,1974,0.0,98040,47.5436,-122.23299999999999,2630,13995,POINT (-122.233 47.5436),9
4631,2014-11-11,2490000.0,4,3440,23954,1.5,1.0,3.0,5,1180.0,1931,0.0,98040,47.5636,-122.23100000000001,4230,18723,POINT (-122.231 47.5636),11
4632,2014-10-16,810000.0,4,2150,3588,2.0,0.0,3.0,4,300.0,1926,0.0,98126,47.5767,-122.37799999999999,1950,3588,POINT (-122.378 47.5767),10
4633,2014-07-15,316750.0,3,1256,1154,3.0,0.0,0.0,3,0.0,2005,0.0,98125,47.7146,-122.311,1309,1232,POINT (-122.311 47.7146),7
4634,2014-08-20,652500.0,4,2220,130244,2.0,0.0,0.0,3,0.0,1989,0.0,98027,47.4989,-121.9,2680,130680,POINT (-121.9 47.4989),8
4635,2015-02-04,360000.0,6,2850,15240,1.0,0.0,0.0,3,1000.0,1962,0.0,98106,47.5288,-122.345,2090,7620,POINT (-122.345 47.5288),2
4636,2015-04-16,208000.0,2,700,5100,1.0,0.0,0.0,4,0.0,1953,0.0,98056,47.4957,-122.16799999999999,970,5811,POINT (-122.168 47.4957),4
4637,2015-02-10,898000.0,4,3700,63991,2.0,0.0,0.0,3,0.0,1992,0.0,98077,47.7319,-122.051,3210,47215,POINT (-122.051 47.7319),2
4638,2015-02-27,295000.0,4,1400,11934,1.0,0.0,0.0,3,350.0,1961,0.0,98028,47.7346,-122.244,2080,10400,POINT (-122.244 47.7346),2
4639,2015-05-06,652500.0,4,3130,18253,2.0,0.0,0.0,3,0.0,1978,0.0,98133,47.7402,-122.348,1850,12220,POINT (-122.348 47.7402),5
4640,2014-07-25,560000.0,4,2170,5764,2.0,0.0,0.0,3,0.0,1992,0.0,98029,47.5673,-121.999,2010,5681,POINT (-121.999 47.5673),7
4641,2015-05-04,280000.0,3,1020,8400,1.0,0.0,0.0,4,0.0,1957,0.0,98056,47.4905,-122.18,1690,8030,POINT (-122.18 47.4905),5
4642,2014-06-30,289950.0,3,1760,8584,1.5,0.0,0.0,5,0.0,1937,0.0,98148,47.4612,-122.325,2160,8584,POINT (-122.325 47.4612),6
4643,2015-04-10,397500.0,3,1860,44093,1.0,0.0,0.0,3,0.0,1978,0.0,98055,47.4381,-122.18799999999999,1900,6130,POINT (-122.188 47.4381),4
4644,2015-03-24,380000.0,2,1140,75132,1.0,0.0,0.0,3,0.0,1956,0.0,98077,47.7349,-122.074,2570,35200,POINT (-122.074 47.7349),3
4645,2014-10-31,415900.0,3,1670,22703,1.0,0.0,0.0,3,360.0,1988,0.0,98045,47.4708,-121.756,1510,16817,POINT (-121.756 47.4708),10
4646,2014-07-16,475000.0,2,1710,8645,1.0,0.0,0.0,4,200.0,1923,0.0,98115,47.7005,-122.31299999999999,1280,5366,POINT (-122.313 47.7005),7
4647,2014-10-02,125000.0,1,500,7440,1.0,0.0,0.0,1,0.0,1928,0.0,98106,47.5252,-122.36200000000001,1350,7440,POINT (-122.362 47.5252),10
4648,2014-08-21,238000.0,3,1470,32670,1.0,0.0,0.0,3,450.0,1958,0.0,98042,47.3811,-122.14399999999999,2640,24100,POINT (-122.144 47.3811),8
4649,2014-08-20,296000.0,4,1370,9750,1.0,0.0,0.0,3,300.0,1953,0.0,98168,47.4718,-122.323,1540,9789,POINT (-122.323 47.4718),8
4650,2014-05-06,475000.0,6,3470,117612,1.5,0.0,0.0,3,0.0,1924,0.0,98028,47.7663,-122.234,2120,17100,POINT (-122.234 47.7663),5
4651,2015-02-23,390000.0,3,1650,6250,1.5,0.0,0.0,3,0.0,1910,0.0,98116,47.5639,-122.4,2060,6250,POINT (-122.4 47.5639),2
4652,2014-11-19,425000.0,3,1180,3750,1.0,0.0,0.0,3,150.0,1940,0.0,98116,47.5726,-122.382,1280,3750,POINT (-122.382 47.5726),11
4653,2014-06-26,725000.0,6,3110,5000,1.5,0.0,0.0,5,1300.0,1921,0.0,98103,47.6631,-122.348,1600,4000,POINT (-122.348 47.6631),6
4654,2014-07-02,605000.0,3,2080,12134,1.0,0.0,0.0,4,550.0,1973,0.0,98052,47.6315,-122.102,2320,12400,POINT (-122.102 47.6315),7
4655,2014-11-05,302000.0,3,1600,1950,2.0,0.0,0.0,2,0.0,1906,0.0,98122,47.6028,-122.31200000000001,1310,1138,POINT (-122.312 47.6028),11
4656,2015-03-18,886000.0,3,2380,6000,2.0,0.0,0.0,5,730.0,1931,0.0,98199,47.6472,-122.39299999999999,2000,6000,POINT (-122.393 47.6472),3
4657,2014-08-14,540000.0,4,1630,6120,1.0,0.0,0.0,5,650.0,1918,0.0,98115,47.6821,-122.31,1630,4080,POINT (-122.31 47.6821),8
4658,2015-04-14,435000.0,4,1910,8400,2.0,0.0,0.0,3,0.0,1975,0.0,98072,47.7352,-122.175,1910,8400,POINT (-122.175 47.7352),4
4659,2014-10-10,409000.0,4,3140,10752,2.0,0.0,0.0,3,840.0,1992,0.0,98146,47.5022,-122.363,1300,9920,POINT (-122.363 47.5022),10
4660,2015-01-06,405000.0,3,1250,7280,1.0,0.0,0.0,3,0.0,1975,0.0,98052,47.6986,-122.12899999999999,1690,7280,POINT (-122.129 47.6986),1
4661,2014-06-11,560200.0,3,1990,3984,2.0,0.0,0.0,3,0.0,2004,0.0,98075,47.5914,-122.01700000000001,2320,3984,POINT (-122.017 47.5914),6
4662,2014-06-23,324000.0,4,2110,7208,1.0,0.0,0.0,3,940.0,1975,0.0,98058,47.4464,-122.12899999999999,1820,7208,POINT (-122.129 47.4464),6
4663,2014-05-19,390000.0,4,2490,8290,2.0,0.0,0.0,3,0.0,1999,0.0,98092,47.3305,-122.171,2690,7008,POINT (-122.171 47.3305),5
4664,2015-04-07,414000.0,2,800,5000,1.0,0.0,0.0,3,0.0,1938,0.0,98055,47.4914,-122.204,1220,5000,POINT (-122.204 47.4914),4
4665,2014-09-03,441500.0,3,2360,4670,2.0,0.0,0.0,3,0.0,1998,0.0,98065,47.537,-121.87100000000001,2420,5620,POINT (-121.871 47.537),9
4666,2015-03-09,375000.0,3,1770,5146,2.0,0.0,0.0,3,0.0,1992,0.0,98106,47.5263,-122.35600000000001,1230,5160,POINT (-122.356 47.5263),3
4667,2014-06-02,668500.0,4,2710,5500,2.0,0.0,0.0,3,0.0,1999,0.0,98074,47.6027,-122.023,2710,6242,POINT (-122.023 47.6027),6
4668,2014-10-07,540000.0,5,1940,10202,1.5,0.0,0.0,4,0.0,1940,0.0,98125,47.7213,-122.31,1900,8000,POINT (-122.31 47.7213),10
4669,2014-06-06,1040000.0,4,3450,11240,2.0,0.0,3.0,4,1020.0,1960,2001.0,98166,47.4556,-122.37200000000001,2412,19499,POINT (-122.372 47.4556),6
4670,2015-03-25,1350000.0,4,3440,4920,2.0,0.0,4.0,3,920.0,2014,0.0,98116,47.5727,-122.40899999999999,2350,5166,POINT (-122.409 47.5727),3
4671,2014-05-07,758000.0,4,2410,9549,1.0,0.0,0.0,4,630.0,1956,0.0,98033,47.6503,-122.197,2090,9549,POINT (-122.197 47.6503),5
4672,2014-05-27,949880.0,4,2290,10687,2.0,0.0,0.0,3,0.0,1978,0.0,98004,47.5878,-122.20200000000001,2290,10300,POINT (-122.202 47.5878),5
4673,2015-05-07,570000.0,3,1030,4089,1.5,0.0,0.0,3,0.0,1927,0.0,98116,47.574,-122.385,1440,4917,POINT (-122.385 47.574),5
4674,2014-05-06,736000.0,4,2290,12047,2.0,0.0,0.0,4,0.0,1988,0.0,98006,47.5599,-122.105,3130,15666,POINT (-122.105 47.5599),5
4675,2014-06-26,670000.0,3,1490,4400,1.5,0.0,0.0,4,0.0,1906,0.0,98122,47.6113,-122.292,1560,4400,POINT (-122.292 47.6113),6
4676,2015-04-06,1130000.0,4,2370,8400,1.0,0.0,0.0,5,1100.0,1949,0.0,98105,47.6716,-122.264,2370,8400,POINT (-122.264 47.6716),4
4677,2014-10-22,650000.0,4,1930,3976,1.5,0.0,0.0,4,0.0,1914,0.0,98122,47.6117,-122.29700000000001,1470,4080,POINT (-122.297 47.6117),10
4678,2014-06-16,690000.0,2,1600,4000,1.0,0.0,0.0,5,750.0,1918,0.0,98112,47.6408,-122.3,1860,4000,POINT (-122.3 47.6408),6
4679,2015-03-13,610000.0,4,2240,45738,2.0,0.0,0.0,3,0.0,1988,0.0,98053,47.687,-122.04700000000001,3180,45738,POINT (-122.047 47.687),3
4680,2014-05-19,413500.0,2,770,4000,1.0,0.0,0.0,5,0.0,1924,0.0,98117,47.6959,-122.36399999999999,1420,5040,POINT (-122.364 47.6959),5
4681,2015-04-14,765000.0,3,2300,9752,2.0,0.0,2.0,3,0.0,1968,2003.0,98075,47.5825,-122.07600000000001,2640,10764,POINT (-122.076 47.5825),4
4682,2014-12-10,828200.0,4,3400,7081,2.0,0.0,0.0,3,0.0,2001,0.0,98006,47.5661,-122.12299999999999,3060,7081,POINT (-122.123 47.5661),12
4683,2014-07-26,205000.0,2,900,4397,1.0,0.0,0.0,3,0.0,1918,0.0,98055,47.4851,-122.205,1430,4500,POINT (-122.205 47.4851),7
4684,2014-12-02,465000.0,3,1450,5175,1.0,0.0,0.0,3,420.0,1995,0.0,98133,47.7082,-122.338,1740,9250,POINT (-122.338 47.7082),12
4685,2015-03-11,556000.0,4,2240,5402,2.0,0.0,0.0,3,0.0,2005,0.0,98133,47.772,-122.35,2240,7560,POINT (-122.35 47.772),3
4686,2014-06-08,540000.0,4,1780,4169,2.0,0.0,0.0,3,0.0,1994,0.0,98029,47.5695,-122.006,1830,4164,POINT (-122.006 47.5695),6
4687,2014-07-29,423000.0,4,2320,4254,2.0,0.0,0.0,3,0.0,2004,0.0,98059,47.48,-122.137,2330,4602,POINT (-122.137 47.48),7
